Όνομα;Χονδρική τιμή (€);Περιγραφή;Τύπος;Περιοχή;Χαρακτηριστικά;Εταιρία;Φωτογραφία;Κωδικός;Barcode (EAN);SPF;Συσκευασία
Vichy Capital Soleil Cream SPF50+ Dry Touch Promo;14,60;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα. Λεπτόρρευστη υφή Dry Touch.;Κρέμα;;Dry Touch;Vichy;sunscreens/vichy-face-promo-dry-touch-promo-box-26-5201100736058.jpg;2200040855;5201100736058;50+;
Vichy Capital Soleil Eau/Spray Hydra SPF50 200ml;16,10;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml.;Spray;;;Vichy;sunscreens/vichy-body-capital-soleil-spf50-200ml-3337875695145.webp;2200048510;3337875695145;50;200ml
Vichy Capital Soleil Oil Cell Protect SPF30 200ml;16,80;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή λάδι, συσκευασία 200ml.;Λάδι;;;Vichy;sunscreens/vichy-capital-soleil-oil-cell-protect-spf30-200ml-3337875915915.jpg;2200042650;3337875915915;30;200ml
Vichy Capital Soleil Oil/Spray Invisible SPF50+ 200ml;16,80;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray / λάδι, συσκευασία 200ml.;Spray, Λάδι;;;Vichy;sunscreens/vichy-body-capital-soleil-spf50-200ml-3337875892308.jpg;2200042984;3337875892308;50+;200ml
Vichy Capital Soleil Spray Anti-Dehydration SPF30 200ml;15,90;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή spray, συσκευασία 200ml.;Spray;;;Vichy;sunscreens/vichy-body-capital-soleil-cell-protect-spray-spf30-200ml-3337875810890.jpg;2200046417;3337875810890;30;200ml
Vichy Capital Soleil Spray SPF50+ Multi-Protection 200ml;16,25;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml.;Spray;;;Vichy;sunscreens/vichy-body-capital-soleil-cell-protect-spray-spf50-200ml-3337875810869.jpg;2200048508;3337875810869;50+;200ml
Vichy Capital Soleil UV-Age Fluid SPF50+ 40ml Teint + Aftersun δώρο;17,20;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 40ml. Με χρωματισμό για ενιαία όψη.;Fluid;;Με χρώμα;Vichy;sunscreens/vichy-face-promo-uv-age-tt-summer-box-26-5201100736072.jpg;2200049744;5201100736072;50+;40ml
Vichy Capital Soleil UV-Age Fluid SPF50+ 40ml + Aftersun δώρο;17,20;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 40ml.;Fluid;;;Vichy;sunscreens/vichy-face-promo-uv-age-summer-box-26-5201100735709.jpg;2200049743;5201100735709;50+;40ml
Vichy Capital Soleil UVAqua Fluid SPF50+ 50ml Teinté;15,95;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml. Με χρωματισμό για ενιαία όψη.;Fluid;;Με χρώμα;Vichy;sunscreens/vichy-face-capital-soleil-uv-aqua-tinted-spf50-50ml-3337875940214.jpg;2200049742;3337875940214;50+;50ml
Vichy Capital Soleil UVAqua Spray Hydra SPF50 200ml;17,00;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml.;Spray;;;Vichy;sunscreens/vichy-body-capital-soleil-uv-aqua-spf50-200ml-3337875940139.jpg;2200049739;3337875940139;50;200ml
Vichy Capital Soleil Water Fluid SPF50+ UV Clear 40ml;17,20;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 40ml.;Fluid;;;Vichy;sunscreens/vichy-face-capital-soleil-uv-clear-spf50-40-ml-3337875837149.webp;2200043178;3337875837149;50+;40ml
Vichy Capital Soleil Water Fluid SPF50+ UV Medium 40ml;17,20;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 40ml.;Fluid;;;Vichy;sunscreens/vichy-face-capital-soleil-uv-age-medium-shade-spf50-40-ml-3337875915885.jpg;2200041966;3337875915885;50+;40ml
Vichy Capital Soleil Water Fluid SPF50+ UV Age Daily 80ml;25,80;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 80ml.;Fluid;;;Vichy;sunscreens/vichy-face-capital-soleil-uv-age-maxi-format-spf50-80-ml-3337875914857.jpg;2200040848;3337875914857;50+;80ml
Vichy Idéal Soleil Aqua SPF30 Pro-Bronze 200ml;16,10;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Υψηλή αντηλιακή προστασία (SPF 30). Συσκευασία 200ml.;;;;Vichy;sunscreens/vichy-body-capital-soleil-spf30-200ml-3337875585217.jpg;2200029782;3337875585217;30;200ml
Vichy Idéal Soleil Cream SPF50+ Κηλίδες 50ml;15,90;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml. Στοχευμένη δράση κατά των πανάδων και των δυσχρωμιών.;Κρέμα;;Κατά πανάδων;Vichy;sunscreens/vichy-face-capital-soleil-anti-dark-spot-3in1-spf-50-50ml-3337875419802.jpg;2200034348;3337875419802;50+;50ml
Vichy Idéal Soleil Cream SPF50+ Face 50ml;14,00;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;Πρόσωπο;;Vichy;sunscreens/vichy-face-capital-soleil-velvet-cream-spf50-50ml-3337871324445.jpg;2200039041;3337871324445;50+;50ml
Vichy Idéal Soleil Eau/Spray Hydra SPF30 200ml;16,10;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή spray, συσκευασία 200ml.;Spray;;;Vichy;sunscreens/vichy-body-capital-soleil-spf30-200ml-3337875585187.jpg;2200030310;3337875585187;30;200ml
Vichy Idéal Soleil Emulsion Dry Touch SPF50 50ml;14,60;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Συσκευασία 50ml. Λεπτόρρευστη υφή Dry Touch.;;;Dry Touch;Vichy;sunscreens/vichy-face-capital-soleil-dry-touch-spf50-50ml-3337871323622.jpg;2200029367;3337871323622;50;50ml
Vichy Idéal Soleil Enfant Lait SPF50 300ml;16,60;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 300ml. Κατάλληλο για παιδιά.;Γαλάκτωμα;;Παιδικό;Vichy;sunscreens/vichy-capital-soleil-lait-kids-spf50-300ml-3337871323639.jpg;2200029366;3337871323639;50;300ml
Vichy Idéal Soleil Lait Family SPF30 300ml;16,50;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή γαλάκτωμα, συσκευασία 300ml. Οικογενειακή συσκευασία.;Γαλάκτωμα;;Οικογενειακό;Vichy;sunscreens/vichy-body-capital-soleil-family-milk-spf30-300ml-3337871321826.png;2200022539;3337871321826;30;300ml
Vichy Idéal Soleil Lait Sensitive SPF50+ 300ml;16,50;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 300ml. Ειδικά για ευαίσθητο δέρμα.;Γαλάκτωμα;;Ευαίσθητο δέρμα;Vichy;sunscreens/vichy-body-capital-soleil-family-milk-spf50-300ml-3337871322694.jpg;2200020778;3337871322694;50+;300ml
Vichy Idéal Soleil Spray Enfant SPF50+ Απαλό 200ml;15,70;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml. Κατάλληλο για παιδιά.;Spray;;Παιδικό;Vichy;sunscreens/vichy-capital-soleil-kids-cell-protect-uv-spray-spf50-200ml-3337875810838.jpg;2200049151;3337875810838;50+;200ml
Vichy Idéal Soleil Stick Sensitive SPF50+ 9gr;9,50;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή stick, συσκευασία 9grr. Ειδικά για ευαίσθητο δέρμα.;Stick;;Ευαίσθητο δέρμα;Vichy;sunscreens/vichy-face-capital-soleil-stick-spf50-30065949.jpg;2200014262;30065949;50+;9grr
Vichy Idéal Soleil Emulsion Visage Dry Touch SPF30 50ml;14,00;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Υψηλή αντηλιακή προστασία (SPF 30). Συσκευασία 50ml. Λεπτόρρευστη υφή Dry Touch.;;;Dry Touch;Vichy;sunscreens/vichy-face-capital-soleil-dry-touch-spf30-50ml-3337871323196.jpg;2200020783;3337871323196;30;50ml
Vichy Capital Soleil Cream SPF50 Face 50ml ΝΕΟ;15,95;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;Πρόσωπο;;Vichy;sunscreens/vichy-face-capital-soleil-uv-aqua-spf50-50ml-3337875940252.jpg;2200049781;3337875940252;50;50ml
Vichy Capital Soleil Lait SPF50+ Face/Body 300ml Promo;17,00;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 300ml.;Γαλάκτωμα;Πρόσωπο & Σώμα;;Vichy;sunscreens/vichy-body-promo-milk-promo-box-26-5201100735686.jpg;2200045614;5201100735686;50+;300ml
Luxurious Suncare After Sun 150ml;7,47;Από τη Luxurious Suncare, ελληνική γκάμα με ολοκληρωμένη φροντίδα για πρόσωπο, σώμα και μαλλιά. Συσκευασία 150ml.;;;;Luxurious Suncare;sunscreens/luxurious-suncare-after-sun-150ml-5205152018148.jpg;2200040908;5205152018148;;150ml
Luxurious Suncare Body Cream SPF15 200ml;7,70;Από τη Luxurious Suncare, ελληνική γκάμα με ολοκληρωμένη φροντίδα για πρόσωπο, σώμα και μαλλιά. Αντηλιακή προστασία SPF 15. Σε υφή κρέμα, συσκευασία 200ml.;Κρέμα;Σώμα;;Luxurious Suncare;sunscreens/luxurious-suncare-body-cream-spf15-200ml-5205152018131.jpg;2200040914;5205152018131;15;200ml
Luxurious Suncare Body Cream SPF30 200ml;10,40;Από τη Luxurious Suncare, ελληνική γκάμα με ολοκληρωμένη φροντίδα για πρόσωπο, σώμα και μαλλιά. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή κρέμα, συσκευασία 200ml.;Κρέμα;Σώμα;;Luxurious Suncare;sunscreens/luxurious-suncare-body-cream-spf30-200ml-5205152018124.jpg;2200040910;5205152018124;30;200ml
Luxurious Suncare Body Cream SPF50 200ml;12,42;Από τη Luxurious Suncare, ελληνική γκάμα με ολοκληρωμένη φροντίδα για πρόσωπο, σώμα και μαλλιά. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 200ml.;Κρέμα;Σώμα;;Luxurious Suncare;sunscreens/luxurious-suncare-body-cream-spf50-200ml-5205152018117.png;2200040912;5205152018117;50;200ml
Luxurious Suncare Face/Body Mist 200ml;5,38;Από τη Luxurious Suncare, ελληνική γκάμα με ολοκληρωμένη φροντίδα για πρόσωπο, σώμα και μαλλιά. Σε υφή mist, συσκευασία 200ml.;Mist;Πρόσωπο & Σώμα;;Luxurious Suncare;sunscreens/luxurious-suncare-face-body-mist-200ml-5205152018186.jpg;2200041648;5205152018186;;200ml
Luxurious Suncare Face/Body Mist 50ml;2,95;Από τη Luxurious Suncare, ελληνική γκάμα με ολοκληρωμένη φροντίδα για πρόσωπο, σώμα και μαλλιά. Σε υφή mist, συσκευασία 50ml.;Mist;Πρόσωπο & Σώμα;;Luxurious Suncare;sunscreens/luxurious-suncare-face-body-mist-50ml-5205152009634.jpg;2200030001;5205152009634;;50ml
